userName,score,at,content,content_casefold,cleaned,normalized,tokens,no_stopword,stemmed,unique,clean_final,preprocessed,Unigram,Bigram,Trigram
Tasi Tasi,5,2025-10-25 04:21:22,seru kalau sepinan nya gratis semua,seru kalau sepinan nya gratis semua,seru kalau sepinan nya gratis semua,seru kalau sepinan nya gratis semua,"['seru', 'kalau', 'sepinan', 'nya', 'gratis', 'semua']","['seru', 'sepinan', 'gratis']","['seru', 'pin', 'gratis']","['seru', 'pin', 'gratis']","['seru', 'pin', 'gratis']",seru pin gratis,"[('seru',), ('pin',), ('gratis',)]","[('seru', 'pin'), ('pin', 'gratis')]","[('seru', 'pin', 'gratis')]"
Agus Juna,5,2025-10-25 04:16:01,geme nya sangat baik tapi bug nya perlu di benerin,geme nya sangat baik tapi bug nya perlu di benerin,geme nya sangat baik tapi bug nya perlu di benerin,permainan nya sangat baik tapi bug nya perlu di benerin,"['permainan', 'nya', 'sangat', 'baik', 'tapi', 'bug', 'nya', 'perlu', 'di', 'benerin']","['permainan', 'sangat', 'perlu', 'benerin']","['main', 'sangat', 'perlu', 'benerin']","['main', 'sangat', 'perlu', 'benerin']","['main', 'sangat', 'perlu', 'benerin']",main sangat perlu benerin,"[('main',), ('sangat',), ('perlu',), ('benerin',)]","[('main', 'sangat'), ('sangat', 'perlu'), ('perlu', 'benerin')]","[('main', 'sangat', 'perlu'), ('sangat', 'perlu', 'benerin')]"
Henri Riadi,5,2025-10-25 04:15:56,gg sih,gg sih,gg sih,gg sih,"['gg', 'sih']",['gg'],['gg'],['gg'],[],,[],[],[]
Fahmi Ami,5,2025-10-25 04:15:00,mantap,mantap,mantap,mantap,['mantap'],[],[],[],[],,[],[],[]
Yaman Zal,5,2025-10-25 04:13:49,ff sagat bagus,ff sagat bagus,ff sagat bagus,ff sagat bagus,"['ff', 'sagat', 'bagus']",['sagat'],['sagat'],['sagat'],['sagat'],sagat,"[('sagat',)]",[],[]
Kamiel Purr,4,2025-10-25 04:09:47,minimal kasi bundle gratis yang bagus lah min,minimal kasi bundle gratis yang bagus lah min,minimal kasi bundle gratis yang bagus lah min,minimal kasi bundle gratis yang bagus lah min,"['minimal', 'kasi', 'bundle', 'gratis', 'yang', 'bagus', 'lah', 'min']","['minimal', 'kasi', 'bundle', 'gratis']","['minimal', 'kasi', 'bundle', 'gratis']","['minimal', 'kasi', 'bundle', 'gratis']","['minimal', 'kasi', 'bundle', 'gratis']",minimal kasi bundle gratis,"[('minimal',), ('kasi',), ('bundle',), ('gratis',)]","[('minimal', 'kasi'), ('kasi', 'bundle'), ('bundle', 'gratis')]","[('minimal', 'kasi', 'bundle'), ('kasi', 'bundle', 'gratis')]"
Akun Baru,5,2025-10-25 04:05:50,bagus dan enak dimainkan,bagus dan enak dimainkan,bagus dan enak dimainkan,bagus dan enak dimainkan,"['bagus', 'dan', 'enak', 'dimainkan']","['enak', 'dimainkan']","['enak', 'main']","['enak', 'main']","['enak', 'main']",enak main,"[('enak',), ('main',)]","[('enak', 'main')]",[]
TORUT MiNZZ?,5,2025-10-25 04:05:18,saya baik main,saya baik main,saya baik main,saya baik main,"['saya', 'baik', 'main']",[],[],[],[],,[],[],[]
Daris Aja,1,2025-10-25 04:04:59,lama kelamaan game ini aneh tolong di perbaiki mode cs elite pas masuk cs biasa aneh bangett seolah olah Garena mau sengaja kalahin kita pas main,lama kelamaan game ini aneh tolong di perbaiki mode cs elite pas masuk cs biasa aneh bangett seolah olah garena mau sengaja kalahin kita pas main,lama kelamaan game ini aneh tolong di perbaiki mode cs elite pas masuk cs biasa aneh bangett seolah olah garena mau sengaja kalahin kita pas main,lama kelamaan permainan ini aneh tolong di perbaiki mode cs elite pas masuk cs biasa aneh bangett seolah olah garena mau sengaja kalahin kita pas main,"['lama', 'kelamaan', 'permainan', 'ini', 'aneh', 'tolong', 'di', 'perbaiki', 'mode', 'cs', 'elite', 'pas', 'masuk', 'cs', 'biasa', 'aneh', 'bangett', 'seolah', 'olah', 'garena', 'mau', 'sengaja', 'kalahin', 'kita', 'pas', 'main']","['lama', 'kelamaan', 'permainan', 'aneh', 'perbaiki', 'cs', 'elite', 'cs', 'aneh', 'bangett', 'olah', 'garena', 'sengaja', 'kalahin']","['lama', 'lama', 'main', 'aneh', 'baik', 'cs', 'elite', 'cs', 'aneh', 'bangett', 'olah', 'garena', 'sengaja', 'kalahin']","['lama', 'main', 'aneh', 'baik', 'cs', 'elite', 'bangett', 'olah', 'garena', 'sengaja', 'kalahin']","['lama', 'main', 'aneh', 'baik', 'elite', 'bangett', 'olah', 'garena', 'sengaja', 'kalahin']",lama main aneh baik elite bangett olah garena sengaja kalahin,"[('lama',), ('main',), ('aneh',), ('baik',), ('elite',), ('bangett',), ('olah',), ('garena',), ('sengaja',), ('kalahin',)]","[('lama', 'main'), ('main', 'aneh'), ('aneh', 'baik'), ('baik', 'elite'), ('elite', 'bangett'), ('bangett', 'olah'), ('olah', 'garena'), ('garena', 'sengaja'), ('sengaja', 'kalahin')]","[('lama', 'main', 'aneh'), ('main', 'aneh', 'baik'), ('aneh', 'baik', 'elite'), ('baik', 'elite', 'bangett'), ('elite', 'bangett', 'olah'), ('bangett', 'olah', 'garena'), ('olah', 'garena', 'sengaja'), ('garena', 'sengaja', 'kalahin')]"
Dio wali,5,2025-10-25 04:03:55,sangat menyenangkan kannn,sangat menyenangkan kannn,sangat menyenangkan kannn,sangat menyenangkan kannn,"['sangat', 'menyenangkan', 'kannn']","['sangat', 'menyenangkan', 'kannn']","['sangat', 'senang', 'kannn']","['sangat', 'senang', 'kannn']","['sangat', 'senang', 'kan']",sangat senang kan,"[('sangat',), ('senang',), ('kan',)]","[('sangat', 'senang'), ('senang', 'kan')]","[('sangat', 'senang', 'kan')]"
Herni Puspita,5,2025-10-25 03:43:21,Diubah pada 26 Maret 06.43,diubah pada 26 maret 06.43,diubah pada maret,diubah pada maret,"['diubah', 'pada', 'maret']","['diubah', 'maret']","['ubah', 'maret']","['ubah', 'maret']","['ubah', 'maret']",ubah maret,"[('ubah',), ('maret',)]","[('ubah', 'maret')]",[]
Makaio Jagad Anarghya Utomo,4,2025-10-25 03:39:34,tingkat keamanan nya tingkatin dong gw make file ga ke deteck ama sistem🗿,tingkat keamanan nya tingkatin dong gw make file ga ke deteck ama sistem🗿,tingkat keamanan nya tingkatin dong gw make file ga ke deteck ama sistem,tingkat keamanan nya tingkatin dong gw make file ga ke deteck ama sistem,"['tingkat', 'keamanan', 'nya', 'tingkatin', 'dong', 'gw', 'make', 'file', 'ga', 'ke', 'deteck', 'ama', 'sistem']","['tingkat', 'keamanan', 'tingkatin', 'make', 'file', 'deteck', 'ama', 'sistem']","['tingkat', 'aman', 'tingkatin', 'make', 'file', 'deteck', 'ama', 'sistem']","['tingkat', 'aman', 'tingkatin', 'make', 'file', 'deteck', 'ama', 'sistem']","['tingkat', 'aman', 'tingkatin', 'make', 'file', 'deteck', 'ama', 'sistem']",tingkat aman tingkatin make file deteck ama sistem,"[('tingkat',), ('aman',), ('tingkatin',), ('make',), ('file',), ('deteck',), ('ama',), ('sistem',)]","[('tingkat', 'aman'), ('aman', 'tingkatin'), ('tingkatin', 'make'), ('make', 'file'), ('file', 'deteck'), ('deteck', 'ama'), ('ama', 'sistem')]","[('tingkat', 'aman', 'tingkatin'), ('aman', 'tingkatin', 'make'), ('tingkatin', 'make', 'file'), ('make', 'file', 'deteck'), ('file', 'deteck', 'ama'), ('deteck', 'ama', 'sistem')]"
Rasti,5,2025-10-25 03:38:29,min minta DM dong😁,min minta dm dong😁,min minta dm dong,min minta berlian dong,"['min', 'minta', 'berlian', 'dong']",[],[],[],[],,[],[],[]
David Azhar,5,2025-10-25 03:38:20,mantap geme nya,mantap geme nya,mantap geme nya,mantap permainan nya,"['mantap', 'permainan', 'nya']",['permainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
Marhani,5,2025-10-25 03:38:09,ff itu bagus asal cepat kanlah instan aku,ff itu bagus asal cepat kanlah instan aku,ff itu bagus asal cepat kanlah instan aku,ff itu bagus asal cepat kanlah instan aku,"['ff', 'itu', 'bagus', 'asal', 'cepat', 'kanlah', 'instan', 'aku']","['asal', 'cepat', 'kanlah', 'instan']","['asal', 'cepat', 'kan', 'instan']","['asal', 'cepat', 'kan', 'instan']","['asal', 'cepat', 'kan', 'instan']",asal cepat kan instan,"[('asal',), ('cepat',), ('kan',), ('instan',)]","[('asal', 'cepat'), ('cepat', 'kan'), ('kan', 'instan')]","[('asal', 'cepat', 'kan'), ('cepat', 'kan', 'instan')]"
jangandisuspend,1,2025-10-25 03:37:31,kalo knock ga suka kena tolong aimnya lock badan lg,kalo knock ga suka kena tolong aimnya lock badan lg,kalo knock ga suka kena tolong aimnya lock badan lg,kalo knock ga suka kena tolong aimnya lock badan lg,"['kalo', 'knock', 'ga', 'suka', 'kena', 'tolong', 'aimnya', 'lock', 'badan', 'lg']","['knock', 'aimnya', 'lock', 'badan', 'lg']","['knock', 'aimnya', 'lock', 'badan', 'lg']","['knock', 'aimnya', 'lock', 'badan', 'lg']","['knock', 'aimnya', 'lock', 'badan']",knock aimnya lock badan,"[('knock',), ('aimnya',), ('lock',), ('badan',)]","[('knock', 'aimnya'), ('aimnya', 'lock'), ('lock', 'badan')]","[('knock', 'aimnya', 'lock'), ('aimnya', 'lock', 'badan')]"
RAPTORzzz GAMING,1,2025-10-25 03:36:20,kenapa screen layar gelap.. mungkin HP gw gak mndukung lagi.. pensi az lah,kenapa screen layar gelap.. mungkin hp gw gak mndukung lagi.. pensi az lah,kenapa screen layar gelap mungkin hp gw gak mndukung lagi pensi az lah,kenapa screen layar gelap mungkin hp gw gak mndukung lagi pensiun az lah,"['kenapa', 'screen', 'layar', 'gelap', 'mungkin', 'hp', 'gw', 'gak', 'mndukung', 'lagi', 'pensiun', 'az', 'lah']","['screen', 'layar', 'gelap', 'mungkin', 'hp', 'mndukung', 'pensiun', 'az']","['screen', 'layar', 'gelap', 'mungkin', 'hp', 'mndukung', 'pensiun', 'az']","['screen', 'layar', 'gelap', 'mungkin', 'hp', 'mndukung', 'pensiun', 'az']","['screen', 'layar', 'gelap', 'mungkin', 'mndukung', 'pensiun']",screen layar gelap mungkin mndukung pensiun,"[('screen',), ('layar',), ('gelap',), ('mungkin',), ('mndukung',), ('pensiun',)]","[('screen', 'layar'), ('layar', 'gelap'), ('gelap', 'mungkin'), ('mungkin', 'mndukung'), ('mndukung', 'pensiun')]","[('screen', 'layar', 'gelap'), ('layar', 'gelap', 'mungkin'), ('gelap', 'mungkin', 'mndukung'), ('mungkin', 'mndukung', 'pensiun')]"
Adinata Ardino,4,2025-10-25 03:35:07,game seru udah hampir 6 tahun main in,game seru udah hampir 6 tahun main in,game seru udah hampir tahun main in,permainan seru udah hampir tahun main in,"['permainan', 'seru', 'udah', 'hampir', 'tahun', 'main', 'in']","['permainan', 'seru', 'hampir', 'tahun', 'in']","['main', 'seru', 'hampir', 'tahun', 'in']","['main', 'seru', 'hampir', 'tahun', 'in']","['main', 'seru', 'hampir', 'tahun']",main seru hampir tahun,"[('main',), ('seru',), ('hampir',), ('tahun',)]","[('main', 'seru'), ('seru', 'hampir'), ('hampir', 'tahun')]","[('main', 'seru', 'hampir'), ('seru', 'hampir', 'tahun')]"
Rumi jah,5,2025-10-25 03:34:23,GARENA BERIKAN AKU DM,garena berikan aku dm,garena berikan aku dm,garena berikan aku berlian,"['garena', 'berikan', 'aku', 'berlian']","['garena', 'berikan']","['garena', 'ikan']","['garena', 'ikan']","['garena', 'ikan']",garena ikan,"[('garena',), ('ikan',)]","[('garena', 'ikan')]",[]
Arkan alfattih,5,2025-10-25 03:31:57,game nya seru bagus dan menyenangkan bisa berperang melawan musuh dan membeli skin bundle nya,game nya seru bagus dan menyenangkan bisa berperang melawan musuh dan membeli skin bundle nya,game nya seru bagus dan menyenangkan bisa berperang melawan musuh dan membeli skin bundle nya,permainan nya seru bagus dan menyenangkan bisa berperang melawan musuh dan membeli skin bundle nya,"['permainan', 'nya', 'seru', 'bagus', 'dan', 'menyenangkan', 'bisa', 'berperang', 'melawan', 'musuh', 'dan', 'membeli', 'skin', 'bundle', 'nya']","['permainan', 'seru', 'menyenangkan', 'berperang', 'melawan', 'musuh', 'membeli', 'bundle']","['main', 'seru', 'senang', 'perang', 'lawan', 'musuh', 'beli', 'bundle']","['main', 'seru', 'senang', 'perang', 'lawan', 'musuh', 'beli', 'bundle']","['main', 'seru', 'senang', 'perang', 'lawan', 'musuh', 'beli', 'bundle']",main seru senang perang lawan musuh beli bundle,"[('main',), ('seru',), ('senang',), ('perang',), ('lawan',), ('musuh',), ('beli',), ('bundle',)]","[('main', 'seru'), ('seru', 'senang'), ('senang', 'perang'), ('perang', 'lawan'), ('lawan', 'musuh'), ('musuh', 'beli'), ('beli', 'bundle')]","[('main', 'seru', 'senang'), ('seru', 'senang', 'perang'), ('senang', 'perang', 'lawan'), ('perang', 'lawan', 'musuh'), ('lawan', 'musuh', 'beli'), ('musuh', 'beli', 'bundle')]"
04. Ardan Widartha,1,2025-10-25 03:30:02,"Bug aja tross,sama aja tetap gak guna ni game","bug aja tross,sama aja tetap gak guna ni game",bug aja trosssama aja tetap gak guna ni game,bug aja trosssama aja tetap gak guna ni permainan,"['bug', 'aja', 'trosssama', 'aja', 'tetap', 'gak', 'guna', 'ni', 'permainan']","['trosssama', 'tetap', 'ni', 'permainan']","['trosssama', 'tetap', 'ni', 'main']","['trosssama', 'tetap', 'ni', 'main']","['trosama', 'tetap', 'main']",trosama tetap main,"[('trosama',), ('tetap',), ('main',)]","[('trosama', 'tetap'), ('tetap', 'main')]","[('trosama', 'tetap', 'main')]"
Muhammad Fauzi abdurahman abdurahman,5,2025-10-25 03:26:57,tapi akun saya ilang,tapi akun saya ilang,tapi akun saya ilang,tapi akun saya ilang,"['tapi', 'akun', 'saya', 'ilang']",['ilang'],['ilang'],['ilang'],['ilang'],ilang,"[('ilang',)]",[],[]
Azwar,5,2025-10-25 03:23:55,oke,oke,oke,oke,['oke'],[],[],[],[],,[],[],[]
Kha Lifatullah,1,2025-10-25 03:21:11,jelek bet monyet saya masuk tapi gak bisa nah aku laporin kan ada masalah jaringan tapi tetap gak bisa masuk apa lagi jaringanku tuh kencang gak lambat,jelek bet monyet saya masuk tapi gak bisa nah aku laporin kan ada masalah jaringan tapi tetap gak bisa masuk apa lagi jaringanku tuh kencang gak lambat,jelek bet monyet saya masuk tapi gak bisa nah aku laporin kan ada masalah jaringan tapi tetap gak bisa masuk apa lagi jaringanku tuh kencang gak lambat,jelek bet monyet saya masuk tapi gak bisa nah aku laporin kan ada masalah jaringan tapi tetap gak bisa masuk apa lagi jaringanku tuh kencang gak lambat,"['jelek', 'bet', 'monyet', 'saya', 'masuk', 'tapi', 'gak', 'bisa', 'nah', 'aku', 'laporin', 'kan', 'ada', 'masalah', 'jaringan', 'tapi', 'tetap', 'gak', 'bisa', 'masuk', 'apa', 'lagi', 'jaringanku', 'tuh', 'kencang', 'gak', 'lambat']","['bet', 'monyet', 'nah', 'laporin', 'masalah', 'tetap', 'jaringanku', 'kencang', 'lambat']","['bet', 'monyet', 'nah', 'laporin', 'masalah', 'tetap', 'jaring', 'kencang', 'lambat']","['bet', 'monyet', 'nah', 'laporin', 'masalah', 'tetap', 'jaring', 'kencang', 'lambat']","['bet', 'monyet', 'nah', 'laporin', 'masalah', 'tetap', 'jaring', 'kencang', 'lambat']",bet monyet nah laporin masalah tetap jaring kencang lambat,"[('bet',), ('monyet',), ('nah',), ('laporin',), ('masalah',), ('tetap',), ('jaring',), ('kencang',), ('lambat',)]","[('bet', 'monyet'), ('monyet', 'nah'), ('nah', 'laporin'), ('laporin', 'masalah'), ('masalah', 'tetap'), ('tetap', 'jaring'), ('jaring', 'kencang'), ('kencang', 'lambat')]","[('bet', 'monyet', 'nah'), ('monyet', 'nah', 'laporin'), ('nah', 'laporin', 'masalah'), ('laporin', 'masalah', 'tetap'), ('masalah', 'tetap', 'jaring'), ('tetap', 'jaring', 'kencang'), ('jaring', 'kencang', 'lambat')]"
Wahyuda Yuda,3,2025-10-25 03:12:39,bagus sih tapi masalah donlot ya yang lama kukasih retinga 3lah,bagus sih tapi masalah donlot ya yang lama kukasih retinga 3lah,bagus sih tapi masalah donlot ya yang lama kukasih retinga lah,bagus sih tapi masalah donlot ya yang lama kukasih retinga lah,"['bagus', 'sih', 'tapi', 'masalah', 'donlot', 'ya', 'yang', 'lama', 'kukasih', 'retinga', 'lah']","['masalah', 'donlot', 'lama', 'kukasih', 'retinga']","['masalah', 'donlot', 'lama', 'kasih', 'retinga']","['masalah', 'donlot', 'lama', 'kasih', 'retinga']","['masalah', 'donlot', 'lama', 'kasih', 'retinga']",masalah donlot lama kasih retinga,"[('masalah',), ('donlot',), ('lama',), ('kasih',), ('retinga',)]","[('masalah', 'donlot'), ('donlot', 'lama'), ('lama', 'kasih'), ('kasih', 'retinga')]","[('masalah', 'donlot', 'lama'), ('donlot', 'lama', 'kasih'), ('lama', 'kasih', 'retinga')]"
Sinta Aja,5,2025-10-25 02:58:05,terbaik,terbaik,terbaik,terbaik,['terbaik'],[],[],[],[],,[],[],[]
Rahma Dani,5,2025-10-25 02:55:47,sangat menyenangkan,sangat menyenangkan,sangat menyenangkan,sangat menyenangkan,"['sangat', 'menyenangkan']","['sangat', 'menyenangkan']","['sangat', 'senang']","['sangat', 'senang']","['sangat', 'senang']",sangat senang,"[('sangat',), ('senang',)]","[('sangat', 'senang')]",[]
Mahmudah Siti,5,2025-10-25 02:52:10,adain toko kelontong lah min🗿,adain toko kelontong lah min🗿,adain toko kelontong lah min,adain toko kelontong lah min,"['adain', 'toko', 'kelontong', 'lah', 'min']","['adain', 'toko', 'kelontong']","['adain', 'toko', 'kelontong']","['adain', 'toko', 'kelontong']","['adain', 'toko', 'kelontong']",adain toko kelontong,"[('adain',), ('toko',), ('kelontong',)]","[('adain', 'toko'), ('toko', 'kelontong')]","[('adain', 'toko', 'kelontong')]"
Apep ff,1,2025-10-25 02:51:28,duihh,duihh,duihh,duihh,['duihh'],['duihh'],['duihh'],['duihh'],['duihh'],duihh,"[('duihh',)]",[],[]
Fazzurahman Fiki,1,2025-10-25 02:46:55,game burik anj gada pintu napa dah kalo main cs elite lawan nya keras ta timnya kaya kertas.woi garena benerin ni game jangan ngurus event terus banyak panutan ff yang pensi gara gara elu,game burik anj gada pintu napa dah kalo main cs elite lawan nya keras ta timnya kaya kertas.woi garena benerin ni game jangan ngurus event terus banyak panutan ff yang pensi gara gara elu,game burik anj gada pintu napa dah kalo main cs elite lawan nya keras ta timnya kaya kertaswoi garena benerin ni game jangan ngurus event terus banyak panutan ff yang pensi gara gara elu,permainan burik anj gada pintu napa sudah kalo main cs elite lawan nya keras ta timnya kaya kertaswoi garena benerin ni permainan jangan ngurus event terus banyak panutan ff yang pensiun gara gara elu,"['permainan', 'burik', 'anj', 'gada', 'pintu', 'napa', 'sudah', 'kalo', 'main', 'cs', 'elite', 'lawan', 'nya', 'keras', 'ta', 'timnya', 'kaya', 'kertaswoi', 'garena', 'benerin', 'ni', 'permainan', 'jangan', 'ngurus', 'event', 'terus', 'banyak', 'panutan', 'ff', 'yang', 'pensiun', 'gara', 'gara', 'elu']","['permainan', 'burik', 'gada', 'pintu', 'napa', 'cs', 'elite', 'lawan', 'keras', 'ta', 'timnya', 'kaya', 'kertaswoi', 'garena', 'benerin', 'ni', 'permainan', 'jangan', 'ngurus', 'terus', 'banyak', 'panutan', 'pensiun', 'gara', 'gara', 'elu']","['main', 'burik', 'gada', 'pintu', 'napa', 'cs', 'elite', 'lawan', 'keras', 'ta', 'tim', 'kaya', 'kertaswoi', 'garena', 'benerin', 'ni', 'main', 'jangan', 'ngurus', 'terus', 'banyak', 'panutan', 'pensiun', 'gara', 'gara', 'elu']","['main', 'burik', 'gada', 'pintu', 'napa', 'cs', 'elite', 'lawan', 'keras', 'ta', 'tim', 'kaya', 'kertaswoi', 'garena', 'benerin', 'ni', 'jangan', 'ngurus', 'terus', 'banyak', 'panutan', 'pensiun', 'gara', 'elu']","['main', 'burik', 'gada', 'pintu', 'napa', 'elite', 'lawan', 'keras', 'tim', 'kaya', 'kertaswoi', 'garena', 'benerin', 'jangan', 'ngurus', 'terus', 'banyak', 'panutan', 'pensiun', 'gara', 'elu']",main burik gada pintu napa elite lawan keras tim kaya kertaswoi garena benerin jangan ngurus terus banyak panutan pensiun gara elu,"[('main',), ('burik',), ('gada',), ('pintu',), ('napa',), ('elite',), ('lawan',), ('keras',), ('tim',), ('kaya',), ('kertaswoi',), ('garena',), ('benerin',), ('jangan',), ('ngurus',), ('terus',), ('banyak',), ('panutan',), ('pensiun',), ('gara',), ('elu',)]","[('main', 'burik'), ('burik', 'gada'), ('gada', 'pintu'), ('pintu', 'napa'), ('napa', 'elite'), ('elite', 'lawan'), ('lawan', 'keras'), ('keras', 'tim'), ('tim', 'kaya'), ('kaya', 'kertaswoi'), ('kertaswoi', 'garena'), ('garena', 'benerin'), ('benerin', 'jangan'), ('jangan', 'ngurus'), ('ngurus', 'terus'), ('terus', 'banyak'), ('banyak', 'panutan'), ('panutan', 'pensiun'), ('pensiun', 'gara'), ('gara', 'elu')]","[('main', 'burik', 'gada'), ('burik', 'gada', 'pintu'), ('gada', 'pintu', 'napa'), ('pintu', 'napa', 'elite'), ('napa', 'elite', 'lawan'), ('elite', 'lawan', 'keras'), ('lawan', 'keras', 'tim'), ('keras', 'tim', 'kaya'), ('tim', 'kaya', 'kertaswoi'), ('kaya', 'kertaswoi', 'garena'), ('kertaswoi', 'garena', 'benerin'), ('garena', 'benerin', 'jangan'), ('benerin', 'jangan', 'ngurus'), ('jangan', 'ngurus', 'terus'), ('ngurus', 'terus', 'banyak'), ('terus', 'banyak', 'panutan'), ('banyak', 'panutan', 'pensiun'), ('panutan', 'pensiun', 'gara'), ('pensiun', 'gara', 'elu')]"
Wolf Ff,1,2025-10-25 02:46:44,Geme tidak seseru dulu.,geme tidak seseru dulu.,geme tidak seseru dulu,permainan tidak seseru dulu,"['permainan', 'tidak', 'seseru', 'dulu']","['permainan', 'seseru']","['main', 'seru']","['main', 'seru']","['main', 'seru']",main seru,"[('main',), ('seru',)]","[('main', 'seru')]",[]
Nabil Ahmad,5,2025-10-25 02:39:31,saya mau request dong Garena tolong riliskan bundle donghua Renegade immortal bundle Wang Lin gabungan matahari dan bulan dong plissssss Garena tapi beli pake diamond 🥺🥺,saya mau request dong garena tolong riliskan bundle donghua renegade immortal bundle wang lin gabungan matahari dan bulan dong plissssss garena tapi beli pake diamond 🥺🥺,saya mau request dong garena tolong riliskan bundle donghua renegade immortal bundle wang lin gabungan matahari dan bulan dong plissssss garena tapi beli pake diamond,saya mau request dong garena tolong riliskan bundle donghua renegade immortal bundle wang lin gabungan matahari dan bulan dong plissssss garena tapi beli pake diamond,"['saya', 'mau', 'request', 'dong', 'garena', 'tolong', 'riliskan', 'bundle', 'donghua', 'renegade', 'immortal', 'bundle', 'wang', 'lin', 'gabungan', 'matahari', 'dan', 'bulan', 'dong', 'plissssss', 'garena', 'tapi', 'beli', 'pake', 'diamond']","['request', 'garena', 'riliskan', 'bundle', 'donghua', 'renegade', 'immortal', 'bundle', 'wang', 'lin', 'gabungan', 'matahari', 'bulan', 'plissssss', 'garena']","['request', 'garena', 'rilis', 'bundle', 'donghua', 'renegade', 'immortal', 'bundle', 'wang', 'lin', 'gabung', 'matahari', 'bulan', 'plissssss', 'garena']","['request', 'garena', 'rilis', 'bundle', 'donghua', 'renegade', 'immortal', 'wang', 'lin', 'gabung', 'matahari', 'bulan', 'plissssss']","['request', 'garena', 'rilis', 'bundle', 'donghua', 'renegade', 'immortal', 'wang', 'lin', 'gabung', 'matahari', 'bulan', 'plis']",request garena rilis bundle donghua renegade immortal wang lin gabung matahari bulan plis,"[('request',), ('garena',), ('rilis',), ('bundle',), ('donghua',), ('renegade',), ('immortal',), ('wang',), ('lin',), ('gabung',), ('matahari',), ('bulan',), ('plis',)]","[('request', 'garena'), ('garena', 'rilis'), ('rilis', 'bundle'), ('bundle', 'donghua'), ('donghua', 'renegade'), ('renegade', 'immortal'), ('immortal', 'wang'), ('wang', 'lin'), ('lin', 'gabung'), ('gabung', 'matahari'), ('matahari', 'bulan'), ('bulan', 'plis')]","[('request', 'garena', 'rilis'), ('garena', 'rilis', 'bundle'), ('rilis', 'bundle', 'donghua'), ('bundle', 'donghua', 'renegade'), ('donghua', 'renegade', 'immortal'), ('renegade', 'immortal', 'wang'), ('immortal', 'wang', 'lin'), ('wang', 'lin', 'gabung'), ('lin', 'gabung', 'matahari'), ('gabung', 'matahari', 'bulan'), ('matahari', 'bulan', 'plis')]"
riko aja,4,2025-10-25 02:34:07,bug top global anjir 🗿,bug top global anjir 🗿,bug top global anjir,bug top global anjir,"['bug', 'top', 'global', 'anjir']",['global'],['global'],['global'],['global'],global,"[('global',)]",[],[]
Pria Fadlian,5,2025-10-25 02:26:11,saya suka game ini,saya suka game ini,saya suka game ini,saya suka permainan ini,"['saya', 'suka', 'permainan', 'ini']",['permainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
Dzaki Almerr,5,2025-10-25 02:25:04,"sangat bagus game nya seru oh ya satu lagi ""bang gip Alok""","sangat bagus game nya seru oh ya satu lagi ""bang gip alok""",sangat bagus game nya seru oh ya satu lagi bang gip alok,sangat bagus permainan nya seru oh ya satu lagi bang gip alok,"['sangat', 'bagus', 'permainan', 'nya', 'seru', 'oh', 'ya', 'satu', 'lagi', 'bang', 'gip', 'alok']","['sangat', 'permainan', 'seru', 'satu', 'gip', 'alok']","['sangat', 'main', 'seru', 'satu', 'gip', 'alok']","['sangat', 'main', 'seru', 'satu', 'gip', 'alok']","['sangat', 'main', 'seru', 'satu', 'gip', 'alok']",sangat main seru satu gip alok,"[('sangat',), ('main',), ('seru',), ('satu',), ('gip',), ('alok',)]","[('sangat', 'main'), ('main', 'seru'), ('seru', 'satu'), ('satu', 'gip'), ('gip', 'alok')]","[('sangat', 'main', 'seru'), ('main', 'seru', 'satu'), ('seru', 'satu', 'gip'), ('satu', 'gip', 'alok')]"
Halwa,5,2025-10-25 02:22:09,"seru, dan mempunyai banyak teman untuk di ajak ngepush rank bareng 🤙🏻","seru, dan mempunyai banyak teman untuk di ajak ngepush rank bareng 🤙🏻",seru dan mempunyai banyak teman untuk di ajak ngepush rank bareng,seru dan mempunyai banyak teman untuk di ajak ngepush rank bareng,"['seru', 'dan', 'mempunyai', 'banyak', 'teman', 'untuk', 'di', 'ajak', 'ngepush', 'rank', 'bareng']","['seru', 'mempunyai', 'banyak', 'ajak', 'ngepush', 'bareng']","['seru', 'punya', 'banyak', 'ajak', 'ngepush', 'bareng']","['seru', 'punya', 'banyak', 'ajak', 'ngepush', 'bareng']","['seru', 'punya', 'banyak', 'ajak', 'ngepush', 'bareng']",seru punya banyak ajak ngepush bareng,"[('seru',), ('punya',), ('banyak',), ('ajak',), ('ngepush',), ('bareng',)]","[('seru', 'punya'), ('punya', 'banyak'), ('banyak', 'ajak'), ('ajak', 'ngepush'), ('ngepush', 'bareng')]","[('seru', 'punya', 'banyak'), ('punya', 'banyak', 'ajak'), ('banyak', 'ajak', 'ngepush'), ('ajak', 'ngepush', 'bareng')]"
jeremia wulur,1,2025-10-25 02:18:00,game rusak,game rusak,game rusak,permainan rusak,"['permainan', 'rusak']",['permainan'],['main'],['main'],['main'],main,"[('main',)]",[],[]
