userName,score,at,content
Reza Yani,3,2025-10-01 02:54:40,"tolong, sistem nya di perbaiki lagi karna rawan blacklist akun saya tidak menggunakan file config maupun rege tolong perbaiki ini nama akun saya:wemsnd tolong ya saya sudah 2bulan lebih apa karena saya terlalu jago jadi di bl terus tolong ya di jamin nanti bintang 5"
Shaik Asiya,5,2025-10-01 02:53:20,SKSUBHANI
Sahrudin Holcim,5,2025-10-01 02:52:31,sangat cocok untuk di main kan
Idul Saputra,1,2025-10-01 02:41:08,infen ngatuk bandelnya itu2 aja
Rakha Aditya,1,2025-10-01 02:40:14,game rusak bug dameg masih ada
Wahyu Gg,5,2025-10-01 02:31:15,game nya enak kalliii
MAULANA MAULANA,1,2025-10-01 02:21:58,gua malam sampai pagi kalah terus minimal kalo sesoan kasih menang lah Garena aneh ga tau player nya begadang malam sampai pagi bukannya menang kalah di kasih kalah😭😭😭😭😭😭😭😭😭😭😭😭😭😓
FF .Gaming,5,2025-10-01 02:20:06,👎👎👎👎👎
Kadek Ari,5,2025-10-01 02:17:49,keren
mazchik,1,2025-10-01 02:07:40,game burik banyk dark sistem sakit mataa ngelag lagi
ARIF ARIF,3,2025-10-01 02:02:35,FF DIHATI ML DI KAKI
Pela Pelong,5,2025-10-01 01:51:47,ffbeta
Irsya Irsya,2,2025-10-01 01:43:59,"gemnya nggak masuk akal, dan event nya tidak ada yang bagus Garena tolonglah biar musuhnya nggak ada yang cit"
Zadit Taqwa,5,2025-10-01 01:42:43,"ini,,,bagus,,,,kok,,,dan,,,,ada,,,,,chapter,,,satu,,,sampai,,,ada,,,,chapter,,,dua"
Adi Ginting,3,2025-10-01 01:37:57,saya menyukainya
Rizki Adtiya,1,2025-10-01 01:26:08,mengapa saya kasih bintang 1★ karena burik dan bang Budi 01 gaming akun nya hilang cuman gara gara main blood strike doang kena bl
Paed,5,2025-10-01 01:24:42,saya cinta fire fire
Misbahdim Misbahdim,5,2025-10-01 01:23:53,gem nya bagus kolo bolah jenggot bnl keluarin lagi min
Faridd,4,2025-10-01 01:23:47,Game nya sangat bagus dan realistis
Muhammad Muhaimin,5,2025-10-01 01:23:08,seru
Zifa Alnasher,1,2025-10-01 01:17:11,tolong sinyalnya perbaiki sering eror padahal kuota saya masih ada tapi lag eror perbaiki.
Ade Jendra,5,2025-10-01 01:16:51,sekarang ff makin asik lebih adil dan makin hd
Fais Ramadhan,2,2025-10-01 01:14:41,leren
SupRan Alex,5,2025-10-01 01:03:17,sya suka permainan ini
AldinRoti,5,2025-10-01 00:55:57,game nya seru tapi giman cara beli level up packge skrng
Azam Sogun jamet,5,2025-10-01 00:34:28,mantap bokep nya cokkkk
D4F4 07,1,2025-10-01 00:30:59,karena nge ban bg budi
Mas Riril,5,2025-10-01 00:20:08,game nya seru tapi sekarang akun saya di Ben sama Garena tolong kembalikan aku saya Garena
Muhammad Razzan,5,2025-10-01 00:16:55,Razzan $FreeFireMax
Bayu Azka,5,2025-10-01 00:16:35,permainan ini bisa membuat saya menjadi lebih senang di banding mermain dengan seorang wanita up! up!
Nia Kania,5,2025-10-01 00:16:22,game nya bagus cuma saya suka patah patah kalo maen tolong di benerin padalah saya sudah pake peringan game
Putra,5,2025-10-01 00:04:16,Uol
Sahril,5,2025-09-30 23:58:15,gem tebaik
latip pake p,5,2025-09-30 23:29:45,Seru cihuyyyyy
Desta Saputra,5,2025-09-30 23:16:27,karena banyak yang disukai olehh pelayerr pelayerr ff sekarang
Isna Wati,5,2025-09-30 23:07:00,the best
Nur hasanah,5,2025-09-30 22:54:24,bagus
Wahyu,5,2025-09-30 22:44:13,Du Du di dam dam Batang dan di dam dam Batang dan daun sirsak yang sudah ada di dam dam Batang dan daun sirsak yang sudah
Fahri Bae,5,2025-09-30 22:41:27,nama kamu ko sama dengan aku nama ku Muhammad Al fahri
Muhammad rianto Saputra,5,2025-09-30 22:39:12,geme ini seru
Daffa Ganteng,1,2025-09-30 22:22:55,akun gabisa di logini malah ada tulisan login gagal padahal jaringan lancar
Zidan Dann,1,2025-09-30 22:02:11,udah ngga jaman Naruto
Rio nanda,5,2025-09-30 21:41:24,bagus
trondol muhammad,1,2025-09-30 21:31:53,"mohon maaf min, ini free fire saya tiba tiba berlangganan padahal saya tidak melakukan nya, uang dana saya berkurang terus min, saya minta tolong min agar bisa kembali uangnya dan tidak berlangganan lagi🙏🏼"
Ira Siti mahmudah,4,2025-09-30 21:14:10,bagus tapi ada bug mulu game nya bisa menghibur saat kita kesepian ini bisa di pakai untuk bermain aku sangat suka
Zia Datul,5,2025-09-30 20:46:13,menarik
Tidakada Nama012,1,2025-09-30 19:41:37,"burukk,jelek, burikk, ngga ada pintu"
ayang Budin,5,2025-09-30 19:40:47,sangat cocok
gilang ginanjar,3,2025-09-30 19:40:24,garna ini bukan era kami lagi era kami di tahun 2019
Maz`Satrioo 秋,4,2025-09-30 19:34:11,saya suka sekali dengan game ini tetapi saya sedikit kecewa sama sistem nya yang bug cerita nya gini saya kan lagi mau login ff nah terus saya keluar pas saya mau login lagi eh tiba tiba akun saya jadi bot padahal email akun saya itu aman udah saya BIND dan gak ada aktivitas mencurigakan di akun saya dan akun saya udh berumur 5 tahun tetapi mengapa akun saya hilang di sebabkan masalah yang tidak masuk akal tolong perbaiki ini demi kebaikan player dan juga nama game nya 🙏🙏🙏
Ahmad Sofian,1,2025-09-30 19:18:13,garena udh parah sistem nya jelek. mau pake data mau pake wifi tetep pink 99+ udh parah parah.... mending saya uninstal.... pindah haluan ke PUBG yg udh pasti no kondala
Rudi slow Rudi,5,2025-09-30 18:50:02,"game yg sangat bagus, tempat hiburan sya"
Muhammad Ahsan,5,2025-09-30 18:02:46,soewondo d a d rt ae
Alga Anugerahi,5,2025-09-30 17:23:00,bagus dan keren 😎
Bedak Harum,3,2025-09-30 17:21:31,"saya main dri 2018 baru kali ini nemu bug on mic padahal honor saya 100 dan ga ada riwayat negatif, tolong pihak garena tindak lanjuti karna ini bergantung sama komunikasi team"
scissor deli,5,2025-09-30 17:17:37,Gem bocil ml lebih seruuu.
Abeng Herdiansyah,1,2025-09-30 16:59:55,"ga seru, admin nya baperan"
Bobi Nasa,5,2025-09-30 16:42:25,game ini lumayan bagus tapi banyak bugnya dan selalu ngelag sudah dari saya terimakasih
Luzitodasilva,5,2025-09-30 16:25:17,terbaikkkkk lahhh
Samuel Simanjuntak,5,2025-09-30 16:11:50,game ini terlalu keren
Fawazzz Kontol,1,2025-09-30 16:07:22,bayak bug nya
Prima Aliani,1,2025-09-30 16:06:36,"gabisa onmic eror padahal cuma ngelag dikit ,di game lain yg besar Roblox ml aja bisa onmic masa sekelas ff ga bisa onmic dah sebulan ini"
Besuki Flasher,1,2025-09-30 16:00:24,ff sekarang pakek wifi udah gak bisa cuman bisa pakek pakettan liat bandul aja gak bisa lebih baik pindah game aja ml lebih asik
Tembilahan Tembilahan,1,2025-09-30 15:55:40,Game gak jelas bang Budi kaga bisa main game tolol
Fajri Maulana,1,2025-09-30 15:52:32,Game nya udah bagus tapi pas update kemarin masa jaringan nya GK stabil pas di map grafland di mode yg lain lancar aja tolong di perbaiki min🙏
mahira asyifa,4,2025-09-30 15:33:21,"entah karna hp aku nya yg nglg apa emng dri sna nya kdng suka ke pental ke lobby pdhl tmn ak udh ad di dalam game,and nglk bngt pdhl sinyal nya bgus"" aja"
Andhie Al-Marabahany,5,2025-09-30 15:33:07,gem gacorrr
Aji Saputra,1,2025-09-30 15:27:03,"ff game burikk ,game nyaa banyak bug nyaa"
Denis Zailendra,5,2025-09-30 15:23:26,このゲームはとても良いです。5つ星を付けます。
Tini Surtini,5,2025-09-30 15:21:56,game ini seru banget
Riswal Awal,5,2025-09-30 15:15:53,bagus
Idham Holid,5,2025-09-30 15:12:49,sangat bagusss
Riska Dian,5,2025-09-30 15:03:03,MIMIN BOYYAH MAU NANYA NIH KENAPA YA DI TRANING BANYAK CHEATER PADAHAL AKU GAK KENA BLACKLIST
Zhy Azizah,5,2025-09-30 15:01:01,seru banget
Adi Ariyanto,3,2025-09-30 14:56:52,garena tolong musuh di setarain rank masa rank kita golt musuh nya heroic ga adil lah
Moningka,1,2025-09-30 14:56:30,jangan buat bang budi pensi karna main game sebelah tolong garena
Alfian Risdiyanto,1,2025-09-30 14:51:32,kembali kan bg budi 01 geming
Refin,1,2025-09-30 14:40:20,Budi 012 gaming gak bisa main lagi
Aril Gunawan,5,2025-09-30 14:39:56,ff emang keren banyak iven menarik apa lagi top ap nya murah sama member sip nya murah banyak dm nya dah emang keren
ikyy lmj,5,2025-09-30 14:37:47,Mantap min ouh iya.bunddel paradox kpn rilis min??
Aprilian Ahmad,5,2025-09-30 14:37:43,ffmax the best
Rio Rinaldy,5,2025-09-30 14:37:13,mantap banget saya sangat senang karena bisa jadi support sistem dengan banyak epep
Muhammad Faishol,4,2025-09-30 14:35:02,gift aku diamond garena
Aditya Arya saputra,5,2025-09-30 14:29:47,saat saya bermain ff jaringan saya tidak setabil
Halim Hasanuddin,5,2025-09-30 14:25:44,ff makin bagus aja nih
Albian Ridho,1,2025-09-30 14:22:33,ni game makin lama makin rusak
Petrik Sakiti,2,2025-09-30 14:17:25,weeyyyy
Oktarini Athing,5,2025-09-30 14:11:53,bagus sekali main sama teman dan Abang saudara
Abidzar Dilapanga,5,2025-09-30 14:08:05,bagus sekali dan enak
AZKA,1,2025-09-30 14:07:38,karna ini game sangat skibidi+mewing jadi gw kasih bintang 5😈😈😜😹😹🤭🤭😠
Fizzz Debran,1,2025-09-30 14:06:39,woi anjng anak anjng kau ya masa maen ngeleg tapi sinyal bagus anjng kau ngentt sialan
Ervan Zai,5,2025-09-30 14:03:46,bagus game nya
Agus Otista,5,2025-09-30 14:01:20,bagus gak patah patah enak maem
Khairul Fuadi,1,2025-09-30 13:59:38,geme nya jelek
Prihatin Lestari,5,2025-09-30 13:56:13,bagus banget
Riyan Yanz,5,2025-09-30 13:56:02,burik kaya mon.yet
Zidan Jalil,5,2025-09-30 13:53:32,FreeFireMAxN😁😁😁😁😁😁😁😁
viaa 883,1,2025-09-30 13:52:16,Kenapa suaraku patah² di yang lain garentooddd!!!
Yayat Supriyatna,2,2025-09-30 13:52:01,gw main gak pernah di kasihanni sama ni develover gw kecewa banget sii game gak ada etika tim gw dapat yg BOT lah dari musuh pada jago semua tolong lah kalau kalah terus menerus tolong kasih keringanan mana gw sepin event gak dapet bundle utama malah dapet ampas mana udah abis 1000 dm
beis frianto,5,2025-09-30 13:51:03,game nya seru dan bisa keretek²
Lutfan Najam,1,2025-09-30 13:47:33,kacang lupa kulitnya?
Andi Azka,1,2025-09-30 13:47:11,tolong jan blacklist bg budi karna dia cuma menjalani pekerjaan nya dan menafkahi keluarga nya ff makin kesini makin makin ya😮‍💨
Ngurah Dio,1,2025-09-30 13:46:48,jelek
Surya Ramadhan,4,2025-09-30 13:46:34,gm ini sangat enak musuh pada kuat😁😁
Skibidi Yepyep,5,2025-09-30 13:43:21,dlu 2020 seru bngt sekarang udh ngga Krasa
Kaisar BSWDN,1,2025-09-30 13:40:52,sebelum banyakin event perbaiki dulu nohh jaringan. padahal jaringan wifi gua udh bagus kok pas in game merah mulu teruss pas gua coba main game lain bagus bagus aj jaringan ini kok pas main free fire jaringan nya jelek battt
Luki Epep,1,2025-09-30 13:40:14,"game nya pantas di kasih bintang 5, soalnya ada iklan bokep nya"
Aldo 26,1,2025-09-30 13:39:50,"gamee burik bg budi di blacklist, mikir kids. 8 bit lagiii😹"
Alexa Alexo,5,2025-09-30 13:39:02,sangat baikkk
Dame Boy,5,2025-09-30 13:34:23,kepada yth bapak pencipta free fire tolong akun saya jgn di BL karena bukan saya yg memakai Chet tetapi kawan yg tidak saya kenal tolong kembalikan akun ku Garena biar tidak kena BL
Queenly Tuppang,3,2025-09-30 13:29:17,aku kasi 3 bintang karena aku bosan karna sinyal nya 4G ko 999 sinyal nya jadi aku cuma saranin perbaiki lagi yahh😊🙏
Farel bsk,5,2025-09-30 13:26:12,saya suka bnget dengan game free fire ini:)
DELON DELON,5,2025-09-30 13:23:49,pengalaman yang keren
Dipa,5,2025-09-30 13:23:49,kirimkan saya 1000 diamon
Sandika Dika,5,2025-09-30 13:23:15,aku mau 5000 diamond ya
Agus Kurniawan,1,2025-09-30 13:22:47,ff sekarang udah burik gak bisa pake wifi
kroco P,5,2025-09-30 13:20:58,aku mau kasih akun sultan pull max dan banyak bandel old lainnya
Suci Aulia Taufit,5,2025-09-30 13:20:57,saya suka aja
indra saja,5,2025-09-30 13:19:45,game nya baguss walaupun banyak player toxic tapi ga di msukin hati kok smoga banyakk update yang lebih menarik yahhh
Da a,5,2025-09-30 13:19:22,burik
Honeyy Loveuu,5,2025-09-30 13:18:26,KANGENIN MAXX 999+
Valentino Amal,5,2025-09-30 13:14:20,good
Khoril Anam,1,2025-09-30 13:13:33,seve bang budi 01 gaming
Khusnatul Elfiyati Yours Neata,5,2025-09-30 13:11:53,ini gem paling seru
Hafizh Al-Ghazali,1,2025-09-30 13:11:02,minimal balikin lah peak old ya karena gk ada peak old player old jadi pensi sekian terima gaji
M Fathian virendra,1,2025-09-30 13:09:31,gamenya lumayan gede sama ya lumayan update juga
Najwa,5,2025-09-30 13:09:10,gem ini sangatlah bagus bagi para orang orang sad
Zemi Priyansya,1,2025-09-30 13:06:32,kok budi di bl
Azis Lubis,5,2025-09-30 13:06:26,gamenya Uda bagus skinnya juga bagus tapi tolong perbaikin Cristal royalnya kenapa gak bisa dibuka tolong di perbaiki sekian dari saya terima kasi🙏🙏🙏
Rika rohadi,5,2025-09-30 13:02:46,bagus banget
Akbar Maulana,5,2025-09-30 12:57:24,good
Ferdicrb,5,2025-09-30 12:49:00,LAGI SERING GEPRIS
Aditiagulo gulo,1,2025-09-30 12:48:44,Gamee nya agak jelek kek muka mu
Dinda,5,2025-09-30 12:48:43,gane ini sangat sangat bagus walau gk ada pintu justru di situ letak asik nya gk ad yg jamin hasil
Ridhyea Adjha,5,2025-09-30 12:45:11,game nya bagus tapi tolong garena game ff saya eror tolong di perbaiki terima kasih
Rasdi,1,2025-09-30 12:44:28,min gw kok GK bisa main br rank padahal gw ga pake cit panel kok tetep aja GK bisa main br rank min tolong di perbaiki game nya biar bisa main dasar developer GK jelas
Sequad Impostor v4 among us,1,2025-09-30 12:41:23,game anj*** game gob***
Redmi Note 13,1,2025-09-30 12:37:05,"apalah ini game, g enak di mainin, bang budi knp gk boleh di endorse sama game lain? sampai² gk bisa main rank, logo v di ilangin, sekarang banyak org² pendi gara² ulah garena sekarang"
Syifa Fauziyah,5,2025-09-30 12:34:46,aku suka sama gem ini
Nizamafkaraziz,1,2025-09-30 12:33:49,ez
Ganz Rorr,5,2025-09-30 12:33:00,sangat seru
Kela Dela,5,2025-09-30 12:32:28,sangat baik🙏🏻👍🏻
Aca Bon,5,2025-09-30 12:29:50,keren
Zulkipli Kipli,5,2025-09-30 12:27:11,iya saya bagus
Baim Kedot,5,2025-09-30 12:23:00,game yg sudah menemani selama 7 thn
Rahmad Hidayat,5,2025-09-30 12:18:42,ff ini seneng main ya😃😃👍👍👍🤞🤛🤜
Silfia Wulan,5,2025-09-30 12:14:13,bagi dm dong garena
Ramlibram,1,2025-09-30 12:14:02,oi garena ini gemen kenapa dah gak bisah main padahal jarigan ku baik loh dan karena aku kasih bintang satu karena bang budi itu gak bisa main kasih perbeiki lah kau kan punya gemen apa guna nya epep coba tidak bisa main ya kali diam doan di lobii semua pelayer itu login untuk main apa lah kau nii😒😒
HARDIANSYAH,5,2025-09-30 12:13:37,sangat kere n
komang suar,1,2025-09-30 12:12:59,pulihkan BL nya bang budi
Bilqis Kalizah,5,2025-09-30 12:12:56,ngga tau suka aja
Lina Thatan,5,2025-09-30 12:12:13,"gem haram 😡😡😡. kenapa saya bilang kayak gitu karena pasti setiap main tim nya bot bot kaya ajg ini FF ada Pi dia suka' Ben akun nya orang padahal sudah top ap hampir berjuta juta tapi apa yg di dapat, he ternyata di Ben ajg memang Garena saya kasih bintang lima agar ulasan saya bisa di liat orang hanya itu saja 😡😡😡"
Junior,5,2025-09-30 12:11:41,bagus banget
Dafa Muhammad fadilah,5,2025-09-30 12:10:02,kalo bisa adain 1kali spin gratis
Erni Denyyanti,5,2025-09-30 12:08:18,karena seru dan menyenang kan hahahaahhaah
Sopian Muzzaki,5,2025-09-30 12:02:03,gamenya sangat bagus GK kaya ml
Ayu Trinoviana,1,2025-09-30 12:00:35,bang budi di benet
Priyo Ganteng n manis,5,2025-09-30 11:58:31,mantap
Pp Dd,1,2025-09-30 11:57:57,jelek
Gauzan Akhtar Fein,5,2025-09-30 11:57:18,bagus tapi tolong bug di game ini hilang kan
Andro Nikus,1,2025-09-30 11:52:51,we need old peak
fahri Ganteng,1,2025-09-30 11:49:13,diomondnya gak ada banyak gak seru
Laila Sabri,5,2025-09-30 11:48:08,alhamdulillah
Tutik Hana,5,2025-09-30 11:47:24,seru
Mario Ariko,1,2025-09-30 11:44:45,11 https gc bot
Fayyed234 Yed564,1,2025-09-30 11:44:00,Akun di banned secara tiba-tiba
MGR123 MGR123,1,2025-09-30 11:40:49,ff kenapa ya sekarang gak seseru dulu main br banyak yang afk di cs banyak afka sudah kil banyak malah turun fff kenapa ada bl bl bl fff gak kasian apa lo sama player old ff tanpa player old bisa apa bang budi saja yang ff ke bl saja pindah ke blostrek panutan ku gak bisa main ff lagi gegara bl
Raisah Salsal bilah,5,2025-09-30 11:34:30,seruuuuuu
Raka Ini raka,5,2025-09-30 11:34:14,"permainan apa ini!! saya Uda download MB besar gedek,tapi malah ga bisa di mainin karena black screen dan. semua hitam ga ada apa apa hitam semua ini Uda dari tahun dulu dulu aku tunggu tunggu masu hitam juga game apa ini!!! hp sy Oppo a31 looo,kalo gabisa bikin game yang bagus gausah bikin ga usah buat kecewa!!!"
Dinda Ayu,5,2025-09-30 11:34:03,mantap
M.KAIYSA_17 M.KAIYSA,5,2025-09-30 11:30:07,cuma satu. kenapa pas kita login key game ya. paskita login akun Facebook kita pencet habis itu kenapa ada tulisan koneksi jaringan error gagal mendapatkan data akun ke-3. kok masalah itu cuma ada di HP infinix hot 40 saya tolong perbaiki itu biar gamenya makin bagus 🙏🙏
Ricky Alfredo,5,2025-09-30 11:30:00,seru
Nikita Maulana,5,2025-09-30 11:26:38,the best dari dulu aku main ini
Mudji Suharto,5,2025-09-30 11:25:37,kenapa saya kasi bintang dua karena gem nya jelek et tapi bohong
Fajar Purnama,5,2025-09-30 11:24:20,★★★★★10000
Za Kii,4,2025-09-30 11:16:47,Awas lu ya gw gak salah apa apa di ban 10 hari Gw sumpahin lu bangkrut..awas lu
Fhaisal Abdul muttakim,5,2025-09-30 11:16:39,game ini sangat bagus saya suka yang tidak saya suka adwlah adanya bugg
Fitrya Dwie,5,2025-09-30 11:10:53,bagus untuk palyer elit cees
Arkhan Kelton,3,2025-09-30 11:08:57,musuh yang ga mati mati
delia Marfa,1,2025-09-30 11:07:29,gak bagus ihhhhhhhhhhh
Daeng Alusu,5,2025-09-30 11:06:47,efek minimal bintang 5 lah bos single dong karena bagus gamenya 😘😘😘😘😘
Acon,5,2025-09-30 11:06:15,Oky sayang
Diysarla,4,2025-09-30 11:05:58,lumayan
Michael Jackson,5,2025-09-30 11:05:32,bagus dan realistis
akbar athirah,5,2025-09-30 11:04:27,bagus bisa buat set ambatukam
WELDI Saputra,1,2025-09-30 11:01:31,kenapa bang Budi GK di kasih main epep
Daffa ibni Al akhwan,4,2025-09-30 11:00:35,Anjir rang gua langsung heroik
fadel khairulfikri,5,2025-09-30 10:58:54,menurut saya game nya seru apalagi bulan puasa pas pusreng bareng saudara sambil tunggu buka puasa atau tunggu sahur
Alby Luthfy,1,2025-09-30 10:58:45,game tolol bang Budi di blacklist
Rossa Maulana azrul,5,2025-09-30 10:58:10,Bagus sekali
yuka pratiwi,5,2025-09-30 10:57:44,aku main FF udh dari kelas 3 dan pensi 1 tahun
Sotarduga Manurung,5,2025-09-30 10:56:07,game ny seruuuu
Bisma satria Pamungkas,1,2025-09-30 10:53:45,game ini gk jls saya berikan bintang satu karna panutan saya bang budi01 gaming kena blacklis cuma gara gara nerima endorsan game lain kecewa sama ni game
D Gundul20,5,2025-09-30 10:53:41,"seruuuu, tp g kyk dulu. tp ttp seruuuuu."
Andrean,4,2025-09-30 10:53:16,"game nya enak dan bagus tapi sayang jarang hoki nickname game ""SM・Andree"" saya kalo mau di buat hoki min plis"
Jhhd Melia,1,2025-09-30 10:51:44,"KACANG LUPA KULIT, BANG BUDI DI BLACKLIST APLAH TANPA BG BUDI FF GA RAME GARENA KACANG LUPA KULIT KACANG LUPA KULIT"
Abizar rozi17,1,2025-09-30 10:51:20,gak seru burik
Galih Novriaji,1,2025-09-30 10:51:04,saya kasih bintang satu karna game nya kaku + grafisnya sangat burik sekian terima kasih
Sukiman Amin,5,2025-09-30 10:49:37,mantap
Hamzah Haz,5,2025-09-30 10:48:52,"jujur sejak dri awak sya main saya suka gamenya ,,,TPI masalah nya slalu pada bugnya,,senyal kadang merah,,pada saat masuk Masi ok,TPI ketika sdah di dalam gamenya apalagi saat lobi di br slalu saja patah2 sinyal kadang kembali otomatis,jdi tolong untuk diperlancar lagi bosku ,,dan saya sdah ksi bintang 5 itu"
Ahmad Hafidz,5,2025-09-30 10:44:37,gemnya sangat bagus
Nayla RahmaGustinaa,5,2025-09-30 10:42:39,suka bangettt
Kalvin Jangi,5,2025-09-30 10:39:39,sempurna
Retzz tukang hayal,2,2025-09-30 10:38:20,bnyak bug
hafizh wideka.s hafzx,3,2025-09-30 10:35:02,budi 01 gaming lu apain?
AHNAF SABAN ARASID,5,2025-09-30 10:34:06,"gw ga pake ap ap ngapain di blacklist si , gw gpke cheat ga pake glowal makro , gw laporin citer malah gw yang kena bl kocak banget 😹😹 , gw kasih bintang 5 , biar lu liat😹"
Adittya,1,2025-09-30 10:32:35,game sngt bgus
Ilaa Amoraa,1,2025-09-30 10:20:54,gak jelas ini gem pas masuk malah hitam semua gak jelas emang
yusuf Supriyadi,1,2025-09-30 10:19:20,gamenya bagus tapi tidak adil kalau main musuhnya jago jago tapi kalo tim saya bot bot gimana ni Garena
Nur Hayati,5,2025-09-30 10:09:54,karena bagus gamenya
Akun Ff,5,2025-09-30 10:09:04,Aku butuh sesui nick ku garena
Akun Free fire1,1,2025-09-30 10:06:51,kocak
Kartini Raihan,5,2025-09-30 10:05:38,gem nya baguss banget tapi plis apded nya uang bagus
Nizam Nawawi,2,2025-09-30 10:04:49,aku main selalu bug demeg
Justin Harefa,1,2025-09-30 10:03:29,jelek
Tobia sulfanus Lahagu,5,2025-09-30 10:01:58,Sangat menghibur 💯
Amat Starboy,5,2025-09-30 09:55:33,sangat menyenangkan
Muh Irsan,1,2025-09-30 09:53:28,karena ustadz pasti dahh tau
Bulbul Duldul,4,2025-09-30 09:47:09,mantap gim nya
Anjay Mabr,1,2025-09-30 09:46:35,Geme rusak geme ngetak geme burik akun gw ga chit tiba tiba ke ban anyink t
Farakhan Fais,1,2025-09-30 09:45:33,KEMBALIKAN BANG BUDI 01 MAIN FREE FIRE
Arif Anjay,5,2025-09-30 09:40:17,mantap diamond donk min
Franz Belotindos,1,2025-09-30 09:38:37,balikin akun bang Budi woi
Wayan Riva,1,2025-09-30 09:38:21,makin update makin rusak 🤬🤬
gilang Ramdani,5,2025-09-30 09:35:51,ok
Alif Zidan,5,2025-09-30 09:30:36,"game ini punya banyak memori di kehidupan ku, kalo di ingat bisa nangis"
Fahri Rizaki,5,2025-09-30 09:25:42,permainan ini sangat seruu banyak teman online yg bisa kita kenal walaupun beda daerah
Ulfa Kina,5,2025-09-30 09:23:27,permainan free fire sangat bagus
Albi Realme,5,2025-09-30 09:21:45,min kenapa gue kasih bintang 5 karena saya menyukai gem ff tapi akun saya hilang min dan saya tidak main lagi min
Rondo ndeso,3,2025-09-30 09:18:49,tidak bisa login di akun Facebook tolong di perbaiki segera
ATAYA ASRIL PRATAMA,1,2025-09-30 09:18:47,game abk jir gw tiba tiba ngeleg padahal wifi bagus. gegaralu bintang gw turun pea tolol
Salsa Ardiyah,5,2025-09-30 09:17:28,kerenn bgtt akuu sukaa
stok Bot,1,2025-09-30 09:12:48,kenapa saya tidak bisa meng instal game ini
Emi Yulianti,1,2025-09-30 09:12:25,apalah epep tambah burik aja sekarang akun budi 0Geming kasihan ege totkoq
Laode Asraf azhar,1,2025-09-30 09:10:24,gamenya gak bisa di mainin ni !!!
Naufal Faqih,1,2025-09-30 09:08:35,masih agak kurang grafiknya Dan top up diamond nya masih sangat mahal
Ibrahim,5,2025-09-30 09:08:17,saya mau minta maaf karna kejadian tadi Gemini sangat bagus dan semoga adminnya sehat selalu Garena sekali lagi saya minta maaf🙏
gusz Yrza,1,2025-09-30 09:07:37,garena seenaknya sama playernya liat budi01 gaming jadi pensi gara²lu
Jumri Tinambunan,5,2025-09-30 09:07:34,suka seru
Pengguna Februari,5,2025-09-30 09:06:48,sangat bagus
Riko Saputra,4,2025-09-30 08:59:28,indonesia
Pakonjan Farid,5,2025-09-30 08:57:00,enak geme nya
Rohidin Rohman,5,2025-09-30 08:54:44,mantap
liaxzy hytam,1,2025-09-30 08:53:49,"kocak bgt suka bug onmic, error, jaringan 999+, patah patah, lag, gloo delay, mainnya emg seru tpi bnrin dulh lh ngtd, perbaiki dulu pls"
Marrisa Casilla Wijaya,5,2025-09-30 08:52:52,bagus
FERRY FADLI E-TIKET BANGKA,1,2025-09-30 08:52:43,kebanyakan player cheat
Uda Buan,5,2025-09-30 08:52:34,mantap banget
Luminous Astra,2,2025-09-30 08:52:09,demage yang di terima sama yang di tembakan kadang ga sama
Indramayanti Ida,5,2025-09-30 08:43:09,sangat keren game ff ini
Faiz Ahmad Mubarok,5,2025-09-30 08:42:08,sangat terbantu
Yanto Irham,1,2025-09-30 08:40:42,"Gk ada pintunya, klo ada pintu kasih ⭐ 5"
Raka Arman,5,2025-09-30 08:33:59,sangat luar biasa
Felisa Nur,5,2025-09-30 08:29:31,cinta epep
Selina Gomes,5,2025-09-30 08:29:18,100% bagus sekali
Julie Anto,5,2025-09-30 08:28:26,Kembalikan pik yang dulu Pliss
Ri An,1,2025-09-30 08:22:24,akun aku kenapa di ban aku gak pake cit atau panel kenapa aku kasih bintang satu ada yang cit terus ada yang pake panel dan selainya tolong akun aku akun aku gak pake cit ya dan ini nama akunya SN.RZ#VN tolong ya garena
Rehan,5,2025-09-30 08:16:39,papa aku pun main ff
itta,5,2025-09-30 08:11:12,MAAF TETAPI FF MUSUH NYA TERLALU SUSAH MAAF🙏🙏🙏
Jeand,5,2025-09-30 08:07:10,Free Fire max nya keren Garena aku saranin Untuk Mengadain Mode offline Biar KLO GK ad Kouta bisa main.
Sukaedah Atang,1,2025-09-30 08:06:37,"game burik gajelas depan wifi pun ga menjamin bakalan lancar main, jangan dowloand"
Kristiana Dewi,5,2025-09-30 08:02:17,basgua banget FF karena aku akhirnya bisa boyah di BR rangket🥰
Admin Ahmadlaega,2,2025-09-30 08:00:15,coba peak old di kembalikan
Ci That,5,2025-09-30 07:55:12,bagus
trisatya loka Syahputra,1,2025-09-30 07:54:52,game ini sangat jelek
Minarti Munawarah,1,2025-09-30 07:50:44,tolong kasih saya hoki setiap kali say sepin pasti tidak dapat dan sekali lagi grafik nya dibuat yg paling rendah
Sema Aja,3,2025-09-30 07:48:55,main nya selalu ngelek dan jaringanya jelek
Muh nur Qolby,5,2025-09-30 07:48:48,game paling terbaik di dunia
Rizki Rizki,1,2025-09-30 07:48:33,kenapa ff gw gak bisa di buka min tolong jelaskan kalo gk gw suruh semua temen gw APUS ff burikk
